taxon	copy.no	gene	stAI
aciculoconidium aculeatum	1	xyl2	0.380166339884111
candida restingae	1	xyl2	0.3390397458553
kodamaea ohmeri	1	xyl2	0.403940250818561
kodamaea laetipori	1	xyl2	0.498130732352609
candida gatunensis	1	xyl2	0.252517192144519
candida cretensis	2	xyl2	0.411315488506179
candida kruisii	1	xyl2	0.515564670832942
candida pyralidae	1	xyl2	0.436895025264646
candida auris	2	xyl2	0.368328545328835
candida heveicola	2	xyl2	0.389310843497247
spathaspora arborariae	1	xyl2	0.303504348670168
spathaspora girioi	1	xyl2	0.284036633891833
spathaspora passalidarum	1	xyl2	0.353366375792426
clavispora lusitaniae	1	xyl2	0.413879199109406
candida fructus	1	xyl2	0.380293788231271
candida oregonensis	1	xyl2	0.414492658616597
candida blattae	1	xyl2	0.410357642126869
candida intermedia	1	xyl2	0.292910381844967
candida hawaiiana	1	xyl2	0.362509350087757
metschnikowia similis	1	xyl2	0.124007295970768
metschnikowia bowlesiae	1	xyl2	0.108637311230952
metschnikowia dekortum	1	xyl2	0.160389382773118
metschnikowia hibisci	1	xyl2	0.564930119555943
metschnikowia aberdeeniae	1	xyl2	0.446716837195255
metschnikowia shivogae	1	xyl2	0.277798111708242
metschnikowia arizonensis	1	xyl2	0.40075452807019
metschnikowia kipukae	1	xyl2	0.438105935402891
metschnikowia kamakouana	1	xyl2	0.328544850706121
metschnikowia drakensbergensis	1	xyl2	0.471006847229245
metschnikowia proteae	1	xyl2	0.433484911909596
metschnikowia lockheadii	1	xyl2	0.299726360052601
metschnikowia cerradonensis	1	xyl2	0.310959414487828
metschnikowia continentalis	1	xyl2	0.242511082358264
metschnikowia borealis	1	xyl2	0.198210760353116
metschnikowia santaceciliae	1	xyl2	0.333821680862765
metschnikowia ipomoeae	1	xyl2	0.273053880058843
metschnikowia matae	1	xyl2	0.304834682691752
metschnikowia matae maris	1	xyl2	0.249658371149238
metschnikowia mauinuiana	1	xyl2	0.176386217238367
metschnikowia hamakuensis	1	xyl2	0.157942561352941
metschnikowia hawaiiensis	1	xyl2	0.147848672994486
metschnikowia bicuspidata	1	xyl2	0.300654905664303
candida golubevii	1	xyl2	0.356476819197318
candida canberraensis	1	xyl2	0.362858007924622
candida emberorum	1	xyl2	0.350197161648235
candida tanzawaensis	1	xyl2	0.373713757183032
spathaspora gorwiae	1	xyl2	0.527197896070137
spathaspora hagerdaliae	1	xyl2	0.598016832214424
scheffersomyces stipitis	1	xyl2	0.453908303598078
scheffersomyces lignosus	1	xyl2	0.463792678978207
spathaspora girioi	2	xyl2	0.353033115745346
spathaspora arborariae	2	xyl2	0.371117915232942
spathaspora passalidarum	2	xyl2	0.511814506749938
danielozyma ontarioensis	1	xyl2	0.430121655200811
candida homilentoma	1	xyl2	0.406155718635937
candida gotoi	1	xyl2	0.374523771613156
candida rhagii	1	xyl2	0.523545123472044
hyphopichia heimii	1	xyl2	0.524522245194299
naumovozyma castellii	1	xyl2	0.390070573973374
lachancea waltii	1	xyl2	0.250674612432933
lachancea waltii	2	xyl2	0.321899014431532
torulaspora microellipsoides	3	xyl2	0.452732902493471
zygotorulaspora florentina	1	xyl2	0.300208462497209
torulaspora microellipsoides	1	xyl2	0.391072010434431
saccharomyces uvarum	2	xyl2	0.28413044958398
saccharomyces paradoxus	2	xyl2	0.283618910061648
saccharomyces cerevisiae	1	xyl2	0.286847376203951
saccharomyces cerevisiae	2	xyl2	0.287541380103101
saccharomyces arboricola	1	xyl2	0.34311026479337
saccharomyces kudriavzevii	1	xyl2	0.287872506542973
kluyveromyces aestuarii	1	xyl2	0.279401595384565
kluyveromyces marxianus	1	xyl2	0.301642139437957
kluyveromyces dobzhanskii	1	xyl2	0.318374379410447
kluyveromyces lactis	1	xyl2	0.289912669730073
lachancea kluyveri	1	xyl2	0.313999560992779
lachancea mirantina	1	xyl2	0.286713728165927
lachancea cidri	1	xyl2	0.299731597196656
lachancea fermentati	1	xyl2	0.242441750888147
lachancea quebecensis	1	xyl2	0.281483384066274
lachancea thermotolerans	1	xyl2	0.281073606755018
lachancea nothofagi	1	xyl2	0.291067881337874
lachancea dasiensis	1	xyl2	0.264812449539845
lachancea meyersii	1	xyl2	0.276990614633455
lachancea fantastica	1	xyl2	0.269782697897269
lachancea lanzarotensis	1	xyl2	0.227179952488919
zygotorulaspora florentina	2	xyl2	0.286859398215103
zygotorulaspora mrakii	1	xyl2	0.294924090858232
torulaspora microellipsoides	2	xyl2	0.361955421255421
zygosaccharomyces rouxii	1	xyl2	0.420782180668178
zygosaccharomyces bailii	1	xyl2	0.176025069056125
zygosaccharomyces bisporus	1	xyl2	0.379588430116769
zygosaccharomyces kombuchaensis	1	xyl2	0.387164995023491
torulaspora maleeae	1	xyl2	0.345853478331482
torulaspora delbrueckii	1	xyl2	0.416450176608487
torulaspora franciscae	1	xyl2	0.345635705741773
torulaspora pretoriensis	1	xyl2	0.304617322556559
candida ponderosae	1	xyl2	0.504268482258259
wickerhamomyces ciferrii	1	xyl2	0.534458111088227
wickerhamomyces anomalus	1	xyl2	0.390782934703993
candida montana	1	xyl2	0.560084595471426
candida orba	1	xyl2	0.48577742525285
phaffomyces thermotolerans	1	xyl2	0.514967299565412
phaffomyces antillensis	1	xyl2	0.497653307823243
phaffomyces opuntiae	1	xyl2	0.540849253957357
barnettozyma hawaiiensis	1	xyl2	0.449340467092673
barnettozyma californica	1	xyl2	0.434321595921544
barnettozyma populi	1	xyl2	0.49710408966623
barnettozyma pratensis	1	xyl2	0.528561186810176
barnettozyma salicaria	1	xyl2	0.398589741151258
cyberlindnera jadinii	1	xyl2	0.487256923153061
wickerhamomyces hampshirensis	1	xyl2	0.506675552854044
candida vartiovaarae	1	xyl2	0.448285105904715
cyberlindnera mrakii	1	xyl2	0.508760494723575
cyberlindnera saturnus	1	xyl2	0.48925738496115
cyberlindnera suaveolens	1	xyl2	0.523923976570878
cyberlindnera maclurae	1	xyl2	0.47605203098484
cyberlindnera misumaiensis	1	xyl2	0.482199311001912
candida freyschussii	1	xyl2	0.515277197381107
cyberlindnera fabianii	1	xyl2	0.443892730666485
cyberlindnera xylosilytica	1	xyl2	0.49213657112601
cyberlindnera petersonii	1	xyl2	0.462219683465689
candida mycetangii	1	xyl2	0.421721424604842
cyberlindnera americana	1	xyl2	0.374349908512459
wickerhamomyces bovis	1	xyl2	0.569152751871296
wickerhamomyces alni	1	xyl2	0.522481532436969
candida azyma	1	xyl2	0.469189573856123
wickerhamomyces canadensis	1	xyl2	0.493844942480647
starmera quercuum	1	xyl2	0.298984707543845
starmera amethionina	1	xyl2	0.415242651404283
candida stellimalicola	1	xyl2	0.301742984413057
cephaloascus albidus	1	xyl2	0.542464639954742
cephaloascus fragrans	1	xyl2	0.469684245857585
babjeviella inositovora	1	xyl2	0.308321698145789
babjeviella inositovora	2	xyl2	0.298699427007615
candida salmanticensis	1	xyl2	0.374688635582937
ogataea trehaloabstinens	2	xyl2	0.336372495861254
ogataea zsoltii	1	xyl2	0.389128164237416
lipomyces arxii	2	xyl2	0.270035412627128
lipomyces starkeyi	1	xyl2	0.247940388892871
trigonopsis vinaria	1	xyl2	0.404600365416957
trigonopsis variabilis	1	xyl2	0.477225075969326
zygoascus ofunaensis	1	xyl2	0.386742241447017
aciculoconidium aculeatum	1	xyl3	0.291091244112403
alloascoidea hylecoeti	1	xyl3	0.484530981585946
ambrosiozyma ambrosiae	1	xyl3	0.506841750719136
ambrosiozyma kashinagacola	1	xyl3	0.478640184139308
ambrosiozyma maleeae	1	xyl3	0.256928237155976
ambrosiozyma monospora	1	xyl3	0.481273236803188
ambrosiozyma oregonensis	1	xyl3	0.448873913111838
ambrosiozyma philentoma	1	xyl3	0.53505704097657
ambrosiozyma pseudovanderkliftii	1	xyl3	0.469148153930203
ambrosiozyma vanderkliftii	1	xyl3	0.405913071476412
arxula adeninivorans	1	xyl3	0.252886224034862
ascoidea asiatica	1	xyl3	0.689478257635122
ascoidea rubescens	1	xyl3	0.334519821986086
ashbya aceri	1	xyl3	0.275244706023655
babjeviella inositovora	1	xyl3	0.290516125771227
barnettozyma californica	1	xyl3	0.395666163683063
barnettozyma hawaiiensis	1	xyl3	0.401418219367594
barnettozyma populi	1	xyl3	0.441188686091423
barnettozyma pratensis	1	xyl3	0.472367218345977
barnettozyma salicaria	1	xyl3	0.350128799147362
blastobotrys americana	1	xyl3	0.29548145563635
blastobotrys mokoenaii	1	xyl3	0.336448014095091
blastobotrys muscicola	1	xyl3	0.164609551521295
blastobotrys nivea	1	xyl3	0.356163555327625
blastobotrys nivea	2	xyl3	0.366724494802296
blastobotrys peoriensis	1	xyl3	0.430479155559536
blastobotrys proliferans	1	xyl3	0.335627322900944
blastobotrys raffinofermentans	1	xyl3	0.266068798344571
blastobotrys serpentis	1	xyl3	0.422883508170735
brettanomyces anomalus	1	xyl3	0.393366084993054
brettanomyces custersianus	1	xyl3	0.370990876537956
candida albicans	1	xyl3	0.562764886280413
candida arabinofermentans	1	xyl3	0.644594048339707
candida ascalaphidarum	1	xyl3	0.331687805954269
candida athensensis	1	xyl3	0.490328862930553
candida auris	1	xyl3	0.311059747709742
candida azyma	1	xyl3	0.442977501126854
candida blattae	1	xyl3	0.360005838898893
candida boidinii	1	xyl3	0.604825714712523
candida canberraensis	1	xyl3	0.338409234161563
candida carpophila	1	xyl3	0.514204765372063
candida corydali	1	xyl3	0.342987097210146
candida cretensis	1	xyl3	0.367402824428485
candida dubliniensis	1	xyl3	0.47895805084089
candida emberorum	1	xyl3	0.300534161230572
candida fragi	1	xyl3	0.337747082143354
candida freyschussii	1	xyl3	0.493698320711605
candida fructus	1	xyl3	0.320354287300788
candida gatunensis	1	xyl3	0.198987443523508
candida glabrata	1	xyl3	0.237816583175724
candida golubevii	1	xyl3	0.360546526307538
candida gorgasii	1	xyl3	0.49712849696193
candida gotoi	1	xyl3	0.378702127873171
candida hawaiiana	1	xyl3	0.373315711560002
candida heveicola	1	xyl3	0.362853067316175
candida hispaniensis	1	xyl3	0.276968389389714
candida homilentoma	1	xyl3	0.381399462884894
candida incommunis	1	xyl3	0.335565303050799
candida intermedia	1	xyl3	0.269245439215856
candida kruisii	1	xyl3	0.450010565931207
candida montana	1	xyl3	0.49393298117755
candida mycetangii	1	xyl3	0.442129016778118
candida orba	1	xyl3	0.465764423892941
candida oregonensis	1	xyl3	0.358885498242006
candida orthopsilosis	1	xyl3	0.299415192351316
candida parapsilosis	1	xyl3	0.442057078304038
candida ponderosae	1	xyl3	0.469140275392959
candida pyralidae	1	xyl3	0.404069073994466
candida restingae	1	xyl3	0.30108574741556
candida rhagii	1	xyl3	0.500091673125082
candida salmanticensis	1	xyl3	0.337322342938464
candida schatavii	1	xyl3	0.400102858104154
candida sorboxylosa	1	xyl3	0.281803844240423
candida stellimalicola	1	xyl3	0.29890944883259
candida succiphila	1	xyl3	0.396626922631588
candida tammaniensis	1	xyl3	0.496966389767766
candida tanzawaensis	1	xyl3	0.354040055069168
candida tenuis	1	xyl3	0.48600709392065
candida tropicalis	1	xyl3	0.534410276714273
candida vartiovaarae	1	xyl3	0.411892932033545
candida wancherniae	1	xyl3	0.505317830667288
cephaloascus albidus	1	xyl3	0.444389095627313
cephaloascus fragrans	1	xyl3	0.440719840715504
citeromyces hawaiiensis	1	xyl3	0.391970781871426
citeromyces matritensis	1	xyl3	0.35734159308021
citeromyces siamensis	1	xyl3	0.313754897499245
citeromyces siamensis	2	xyl3	0.326118811311375
clavispora lusitaniae	1	xyl3	0.331450450581723
cyberlindnera americana	1	xyl3	0.324931990614067
cyberlindnera fabianii	1	xyl3	0.437954715684665
cyberlindnera jadinii	1	xyl3	0.474938395589988
cyberlindnera maclurae	1	xyl3	0.471231646089659
cyberlindnera misumaiensis	1	xyl3	0.466187269316273
cyberlindnera mrakii	1	xyl3	0.458397726478514
cyberlindnera petersonii	1	xyl3	0.436442010924034
cyberlindnera saturnus	1	xyl3	0.442489703023232
cyberlindnera suaveolens	1	xyl3	0.479982713986368
cyberlindnera xylosilytica	1	xyl3	0.467612146177074
danielozyma ontarioensis	1	xyl3	0.426520853503233
deakozyma indianensis	1	xyl3	0.320000700232222
debaryomyces fabryi	1	xyl3	0.428082481137301
debaryomyces hansenii	1	xyl3	0.390457704304565
debaryomyces maramus	1	xyl3	0.39324574326547
debaryomyces nepalensis	1	xyl3	0.24583682600149
debaryomyces prosopidis	1	xyl3	0.42390708120549
debaryomyces subglobosus	1	xyl3	0.455601829837464
dekkera bruxellensis	1	xyl3	0.274181383890267
dekkera bruxellensis	2	xyl3	0.274181383890267
diddensiella caesifluorescens	1	xyl3	0.368689612726904
dipodascus albidus	1	xyl3	0.398546104384093
dipodascus geniculatus	1	xyl3	0.391504895161819
eremothecium gossypii	1	xyl3	0.249250996439098
eremothecium sinecaudum	1	xyl3	0.267208893994093
geotrichum candidum	1	xyl3	0.219195836401342
hanseniaspora osmophila	1	xyl3	0.373768709311007
hanseniaspora vinae	1	xyl3	0.424949112764066
hyphopichia burtonii	1	xyl3	0.418812561782731
hyphopichia heimii	1	xyl3	0.506194850198835
kazachstania aerobia	1	xyl3	0.374790833038775
kazachstania africana	1	xyl3	0.385858852489849
kazachstania bromeliacearum	1	xyl3	0.382760403762394
kazachstania intestinalis	1	xyl3	0.261258272252482
kazachstania kunashirensis	1	xyl3	0.498620134743455
kazachstania martiniae	1	xyl3	0.388543798180686
kazachstania naganishii	1	xyl3	0.298289930239189
kazachstania rosinii	1	xyl3	0.298991130826805
kazachstania siamensis	1	xyl3	0.431522433850367
kazachstania solicola	1	xyl3	0.34995990897641
kazachstania spencerorum	1	xyl3	0.405703101392351
kazachstania taianensis	1	xyl3	0.233568629982934
kazachstania transvaalensis	1	xyl3	0.254225185945464
kazachstania turicensis	1	xyl3	0.50756621504664
kazachstania unispora	1	xyl3	0.517773517659318
kazachstania viticola	1	xyl3	0.356306092787938
kazachstania yakushimaensis	1	xyl3	0.42944287443263
kluyveromyces aestuarii	1	xyl3	0.254264416496481
kluyveromyces dobzhanskii	1	xyl3	0.30344652689179
kluyveromyces lactis	1	xyl3	0.256871014206603
kluyveromyces marxianus	1	xyl3	0.343167306197725
kodamaea laetipori	1	xyl3	0.41915389882929
kodamaea ohmeri	1	xyl3	0.335376013359282
komagataella pastoris	1	xyl3	0.286921009385025
komagataella populi	1	xyl3	0.278651847347956
komagataella pseudopastoris	1	xyl3	0.273178893871382
kregervanrija delftensis	1	xyl3	0.439897541182451
kregervanrija fluxuum	1	xyl3	0.463960690027032
kuraishia capsulata	1	xyl3	0.490510917488685
kuraishia molischiana	1	xyl3	0.381054986907329
kuraishia ogatae	1	xyl3	0.456445428652915
kurtzmaniella cleridarum	1	xyl3	0.247207796513453
lachancea cidri	1	xyl3	0.260695232259522
lachancea dasiensis	1	xyl3	0.233458536345028
lachancea fantastica	1	xyl3	0.20624724355023
lachancea fermentati	1	xyl3	0.24175726807506
lachancea kluyveri	1	xyl3	0.240920087176051
lachancea lanzarotensis	1	xyl3	0.205455280525632
lachancea meyersii	1	xyl3	0.254082260474726
lachancea mirantina	1	xyl3	0.251589144089726
lachancea nothofagi	1	xyl3	0.229666699055975
lachancea quebecensis	1	xyl3	0.238265138572861
lachancea thermotolerans	1	xyl3	0.242307934570335
lachancea waltii	1	xyl3	0.21727206257144
lipomyces japonicus	1	xyl3	0.25508065836761
lodderomyces elongisporus	1	xyl3	0.3860526833048
metschnikowia aberdeeniae	1	xyl3	0.418541259032516
metschnikowia arizonensis	1	xyl3	0.398391010573328
metschnikowia bicuspidata	1	xyl3	0.281079879177024
metschnikowia borealis	1	xyl3	0.171700917994523
metschnikowia bowlesiae	1	xyl3	0.0916131023377874
metschnikowia cerradonensis	1	xyl3	0.266925486887581
metschnikowia continentalis	1	xyl3	0.207887147887929
metschnikowia dekortum	1	xyl3	0.155955331412627
metschnikowia drakensbergensis	1	xyl3	0.422364883483395
metschnikowia hamakuensis	1	xyl3	0.148038572219379
metschnikowia hawaiiensis	1	xyl3	0.136724153814882
metschnikowia hibisci	1	xyl3	0.516590048189984
metschnikowia ipomoeae	1	xyl3	0.240052660736128
metschnikowia kamakouana	1	xyl3	0.305232948954779
metschnikowia kipukae	1	xyl3	0.400115049140773
metschnikowia lockheadii	1	xyl3	0.249303578159112
metschnikowia matae maris	1	xyl3	0.217446135903715
metschnikowia matae	1	xyl3	0.25984362519896
metschnikowia mauinuiana	1	xyl3	0.163458950834664
metschnikowia proteae	1	xyl3	0.416003113456615
metschnikowia santaceciliae	1	xyl3	0.301013135410166
metschnikowia shivogae	1	xyl3	0.274252592179242
metschnikowia similis	1	xyl3	0.108366307151952
meyerozyma caribbica	1	xyl3	0.530924520323225
meyerozyma guilliermondii	1	xyl3	0.49073526165247
millerozyma acaciae	1	xyl3	0.286490757036755
nadsonia fulvescens var elongata	1	xyl3	0.266880935669351
nakaseomyces bacillisporus	1	xyl3	0.23050307841025
nakaseomyces bracarensis	1	xyl3	0.243384058476402
nakaseomyces castellii	1	xyl3	0.264515856934615
nakaseomyces delphensis	1	xyl3	0.306164625254131
nakaseomyces nivariensis	1	xyl3	0.258245942669441
nakazawaea holstii	1	xyl3	0.581994222341138
nakazawaea peltata	1	xyl3	0.423235934564794
naumovozyma castellii	1	xyl3	0.359229936364901
naumovozyma dairenensis	1	xyl3	0.425374540510681
ogataea glucozyma	1	xyl3	0.291461399887137
ogataea henricii	1	xyl3	0.333718037890604
ogataea kodamae	1	xyl3	0.237755779071403
ogataea methanolica	1	xyl3	0.449821966605636
ogataea methylivora	1	xyl3	0.4272881085127
ogataea minuta	1	xyl3	0.337557574236436
ogataea naganishii	1	xyl3	0.3814015177839
ogataea nitratoaversa	1	xyl3	0.554369737363429
ogataea nonfermentans	1	xyl3	0.357596141386576
ogataea parapolymorpha	1	xyl3	0.386101433001422
ogataea philodendra	1	xyl3	0.350164560100423
ogataea pilisensis	1	xyl3	0.418548025755807
ogataea pini	1	xyl3	0.313391220219029
ogataea polymorpha	1	xyl3	0.383301116101217
ogataea populiabae	1	xyl3	0.304543771030398
ogataea ramenticola	1	xyl3	0.656385655349423
ogataea trehaloabstinens	1	xyl3	0.331221525247381
ogataea trehalophila	1	xyl3	0.364087270424342
ogataea zsoltii	1	xyl3	0.40120381716266
pachysolen tannophilus	1	xyl3	0.511290565076646
peterozyma toletana	1	xyl3	0.45501473761108
peterozyma xylosa	1	xyl3	0.456355509403606
phaffomyces antillensis	1	xyl3	0.451805990742081
phaffomyces opuntiae	1	xyl3	0.478540811472736
phaffomyces thermotolerans	1	xyl3	0.494971594431979
pichia exigua	1	xyl3	0.345441309232401
pichia heedii	1	xyl3	0.517956707938559
pichia kudriavzevii	1	xyl3	0.278206021914099
pichia membranifaciens	1	xyl3	0.410893599105318
pichia nakasei	1	xyl3	0.459160719402878
pichia occidentalis	1	xyl3	0.258860886404179
pichia terricola	1	xyl3	0.420242236472424
priceomyces carsonii	1	xyl3	0.410066258348031
priceomyces castillae	1	xyl3	0.413761691346268
priceomyces haplophilus	1	xyl3	0.429094920280798
priceomyces medius	1	xyl3	0.483927518771787
saccharomyces arboricola	1	xyl3	0.315260514803989
saccharomyces cerevisiae	1	xyl3	0.248998698517759
saccharomyces eubayanus	1	xyl3	0.281352261604543
saccharomyces kudriavzevii	1	xyl3	0.241898950225072
saccharomyces mikatae	1	xyl3	0.286351817669749
saccharomyces paradoxus	1	xyl3	0.253527279487099
saccharomyces uvarum	1	xyl3	0.284413382335902
saccharomycopsis capsularis	1	xyl3	0.385532232044657
saccharomycopsis malanga	1	xyl3	0.449730011715599
saprochaete clavata	1	xyl3	0.295354880864363
saturnispora dispora	1	xyl3	0.2616826175177
saturnispora hagleri	1	xyl3	0.318361842336977
saturnispora mendoncae	1	xyl3	0.39101474170435
saturnispora saitoi	1	xyl3	0.291621457003168
saturnispora serradocipensis	1	xyl3	0.245667596056055
saturnispora zaruensis	1	xyl3	0.213751395317784
scheffersomyces lignosus	1	xyl3	0.419523985073324
scheffersomyces stipitis	1	xyl3	0.403916061768445
spathaspora arborariae	1	xyl3	0.347234275261169
spathaspora girioi	1	xyl3	0.304834353532109
spathaspora gorwiae	1	xyl3	0.458197703835585
spathaspora hagerdaliae	1	xyl3	0.496264919669191
spathaspora passalidarum	1	xyl3	0.460841841266718
sporopachydermia lactativora	1	xyl3	0.458929361691288
sporopachydermia quercuum	1	xyl3	0.493028584351541
starmera amethionina	1	xyl3	0.39364339716563
starmera quercuum	1	xyl3	0.267586178742113
sugiyamaella lignohabitans	1	xyl3	0.337850421001279
tetrapisispora iriomotensis	1	xyl3	0.44767039263842
tetrapisispora phaffii	1	xyl3	0.380010230873639
tortispora caseinolytica	1	xyl3	0.379008565509534
tortispora ganteri	1	xyl3	0.470927835161592
tortispora starmeri	1	xyl3	0.316203291850615
torulaspora delbrueckii	1	xyl3	0.373491159965671
torulaspora franciscae	1	xyl3	0.2962376563342
torulaspora maleeae	1	xyl3	0.311395380903539
torulaspora microellipsoides	1	xyl3	0.375826878417209
torulaspora pretoriensis	1	xyl3	0.253946311003081
trigonopsis variabilis	1	xyl3	0.440200814663813
trigonopsis vinaria	1	xyl3	0.337751327774504
vanderwaltozyma polyspora	1	xyl3	0.398748767532511
wickerhamia fluorescens	1	xyl3	0.241242145729388
wickerhamomyces alni	1	xyl3	0.47127844945942
wickerhamomyces anomalus	1	xyl3	0.41176295495968
wickerhamomyces bovis	1	xyl3	0.494111051062962
wickerhamomyces canadensis	1	xyl3	0.436364796753827
wickerhamomyces ciferrii	1	xyl3	0.551496293946452
wickerhamomyces hampshirensis	1	xyl3	0.426308640738025
yamadazyma nakazawae	1	xyl3	0.46872753282603
yamadazyma philogaea	1	xyl3	0.537485903509459
yamadazyma scolyti	1	xyl3	0.479063594732554
yarrowia bubula	1	xyl3	0.23844634231124
yarrowia deformans	1	xyl3	0.307770536341331
yarrowia divulgata	1	xyl3	0.24018094038199
yarrowia keelungensis	1	xyl3	0.316468574349456
yarrowia lipolytica	1	xyl3	0.323177687696711
zygoascus meyerae	1	xyl3	0.302498417562101
zygoascus ofunaensis	1	xyl3	0.421754558222714
zygosaccharomyces bailii	1	xyl3	0.132794133113223
zygosaccharomyces bisporus	1	xyl3	0.309415322569283
zygosaccharomyces kombuchaensis	1	xyl3	0.350362086436916
zygosaccharomyces rouxii	1	xyl3	0.38293831558652
zygotorulaspora florentina	1	xyl3	0.271820395729352
zygotorulaspora mrakii	1	xyl3	0.248638481110919
lipomyces lipofer	1	xyl3	0.451670841749335
lipomyces lipofer	2	xyl3	0.451670841749335
magnusiomyces tetrasperma	1	xyl3	0.21873446932078
pichia norvegensis	1	xyl3	0.268915348709164
lipomyces doorenjongii	1	xyl3	0.512955191929362
lipomyces arxii	1	xyl3	0.272670443700655
lipomyces kononenkoae	1	xyl3	0.273582703368672
lipomyces mesembrius	1	xyl3	0.283882597108923
lipomyces oligophaga	1	xyl3	0.249146944535425
lipomyces starkeyi	1	xyl3	0.266723775497448
lipomyces suomiensis	1	xyl3	0.256709015733042
