gene	taxon	estAI
xyl1	naumovozyma dairenensis	0.93686401480111
xyl3	naumovozyma dairenensis	0.325393154486587
xyl1	ogataea glucozyma	0.95684362585771
xyl2	ogataea glucozyma	0.775550740339473
xyl3	ogataea glucozyma	0.770314192849404
xyl1	ogataea henricii	0.952125622366909
xyl2	ogataea henricii	0.87437763309077
xyl3	ogataea henricii	0.250478743776331
xyl1	ogataea kodamae	0.898439319822968
xyl2	ogataea kodamae	0.365012811553692
xyl3	ogataea kodamae	0.19333799208013
xyl1	ogataea methanolica	0.965485921889192
xyl2	ogataea methanolica	0.937148047229791
xyl3	ogataea methanolica	0.683742052679382
xyl1	ogataea methylivora	0.950383008356546
xyl2	ogataea methylivora	0.741991643454039
xyl3	ogataea methylivora	0.668871866295265
xyl1	ogataea minuta	0.94452380952381
xyl2	ogataea minuta	0.821190476190476
xyl3	ogataea minuta	0.22952380952381
xyl1	ogataea naganishii	0.970639704452654
xyl2	ogataea naganishii	0.925724285436516
xyl3	ogataea naganishii	0.693952945751507
xyl1	ogataea nitratoaversa	0.978350130645763
xyl2	ogataea nitratoaversa	0.955580440462859
xyl3	ogataea nitratoaversa	0.888577827547592
xyl1	ogataea nonfermentans	0.96663644605621
xyl2	ogataea nonfermentans	0.762647325475975
xyl3	ogataea nonfermentans	0.431006346328196
xyl1	ogataea parapolymorpha	0.92703648175912
xyl2	ogataea parapolymorpha	0.650424787606197
xyl3	ogataea parapolymorpha	0.316841579210395
xyl1	ogataea philodendra	0.957432583017606
xyl2	ogataea philodendra	0.624693559170938
xyl3	ogataea philodendra	0.449743704033876
xyl1	ogataea pilisensis	0.971006253553155
xyl2	ogataea pilisensis	0.941064999052492
xyl3	ogataea pilisensis	0.758006443054766
xyl1	ogataea pini	0.938969873663751
xyl2	ogataea pini	0.833041788143829
xyl3	ogataea pini	0.32536443148688
xyl1	ogataea polymorpha	0.939631901840491
xyl2	ogataea polymorpha	0.838773006134969
xyl3	ogataea polymorpha	0.521472392638037
xyl1	ogataea populiabae	0.651477119134968
xyl2	ogataea populiabae	0.897856729098282
xyl3	ogataea populiabae	0.278239042286156
xyl1	ogataea ramenticola	0.919581073499158
xyl2	ogataea ramenticola	0.904058350476903
xyl3	ogataea ramenticola	0.845520852814662
xyl1	ogataea trehaloabstinens	0.828582075647475
xyl2	ogataea trehaloabstinens	0.79802496739333
xyl3	ogataea trehaloabstinens	0.63163778647289
xyl1	ogataea trehalophila	0.952354048964218
xyl2	ogataea trehalophila	0.928248587570621
xyl3	ogataea trehalophila	0.730131826741996
xyl1	ogataea zsoltii	0.97348340328119
xyl2	ogataea zsoltii	0.647462800457841
xyl3	ogataea zsoltii	0.628958412819535
xyl1	pachysolen tannophilus	0.95423855963991
xyl2	pachysolen tannophilus	0.932108027006752
xyl3	pachysolen tannophilus	0.72880720180045
xyl1	peterozyma toletana	0.938970337538357
xyl2	peterozyma toletana	0.846573474258438
xyl3	peterozyma toletana	0.336856460961473
xyl1	peterozyma xylosa	0.922844444444444
xyl2	peterozyma xylosa	0.746666666666667
xyl3	peterozyma xylosa	0.295466666666667
xyl1	phaffomyces antillensis	0.946518105849582
xyl2	phaffomyces antillensis	0.64661095636026
xyl3	phaffomyces antillensis	0.190714948932219
xyl1	phaffomyces opuntiae	0.95278030993619
xyl2	phaffomyces opuntiae	0.770829535095716
xyl3	phaffomyces opuntiae	0.199635369188696
xyl1	phaffomyces thermotolerans	0.939470121833301
xyl2	phaffomyces thermotolerans	0.456584799845291
xyl3	phaffomyces thermotolerans	0.253335911815896
xyl1	pichia exigua	0.935785953177258
xyl2	pichia exigua	0.695652173913043
xyl3	pichia exigua	0.604905239687848
xyl1	pichia heedii	0.988046958377802
xyl2	pichia heedii	0.852721451440768
xyl3	pichia heedii	0.8025613660619
xyl1	pichia kudriavzevii	0.929150661545028
xyl2	pichia kudriavzevii	0.820529236022194
xyl3	pichia kudriavzevii	0.570209133589415
xyl1	pichia membranifaciens	0.957378453630328
xyl2	pichia membranifaciens	0.77104304990362
xyl3	pichia membranifaciens	0.633968729920754
xyl1	pichia nakasei	0.934945164506481
xyl2	pichia nakasei	0.741525423728814
xyl3	pichia nakasei	0.65852442671984
xyl1	pichia norvegensis	0.917967890917088
xyl2	pichia norvegensis	0.797448867385089
xyl3	pichia norvegensis	0.38992742467561
xyl1	pichia occidentalis	0.92204628501827
xyl2	pichia occidentalis	0.305115712545676
xyl3	pichia occidentalis	0.0649614291514413
xyl1	pichia terricola	0.927137238666943
xyl2	pichia terricola	0.610639619126475
xyl3	pichia terricola	0.435727592630925
xyl1	priceomyces carsonii	0.980549841032355
xyl2	priceomyces carsonii	0.529642790349729
xyl3	priceomyces carsonii	0.538619786796334
xyl1	priceomyces castillae	0.965070885555784
xyl2	priceomyces castillae	0.635298952126567
xyl3	priceomyces castillae	0.636120813642901
xyl1	priceomyces haplophilus	0.970092670598147
xyl2	priceomyces haplophilus	0.487573715248526
xyl3	priceomyces haplophilus	0.593513058129739
xyl1	priceomyces medius	0.954801124949779
xyl2	priceomyces medius	0.738449176376055
xyl3	priceomyces medius	0.746484531940538
xyl1	saccharomyces arboricola	0.8
xyl2	saccharomyces arboricola	0.778351783517835
xyl3	saccharomyces arboricola	0.555719557195572
xyl1	saccharomyces cerevisiae	0.800360793746242
xyl2	saccharomyces cerevisiae	0.673882541591501
xyl3	saccharomyces cerevisiae	0.177991581479254
xyl1	saccharomyces eubayanus	0.801143583227446
xyl2	saccharomyces eubayanus	0.619017365523083
xyl3	saccharomyces eubayanus	0.530283778060144
xyl1	saccharomyces kudriavzevii	0.848212327264751
xyl2	saccharomyces kudriavzevii	0.831980697521386
xyl3	saccharomyces kudriavzevii	0.386707611318272
xyl1	saccharomyces mikatae	0.790499124343257
xyl3	saccharomyces mikatae	0.462565674255692
xyl1	saccharomyces paradoxus	0.786183513456241
xyl2	saccharomyces paradoxus	0.704810341173978
xyl3	saccharomyces paradoxus	0.339478703115067
xyl1	saccharomyces uvarum	0.826077723508176
xyl2	saccharomyces uvarum	0.8014440433213
xyl3	saccharomyces uvarum	0.566574644298153
xyl1	saccharomycopsis capsularis	0.95906432748538
xyl2	saccharomycopsis capsularis	0.642105263157895
xyl3	saccharomycopsis capsularis	0.627067669172932
xyl1	saccharomycopsis malanga	0.956439066551426
xyl2	saccharomycopsis malanga	0.850302506482282
xyl3	saccharomycopsis malanga	0.294209161624892
xyl2	saprochaete clavata	0.950579929399899
xyl3	saprochaete clavata	0.0981677592872752
xyl1	saturnispora dispora	0.812275985663082
xyl2	saturnispora dispora	0.250672043010753
xyl3	saturnispora dispora	0.270385304659498
xyl1	saturnispora hagleri	0.880376631714102
xyl2	saturnispora hagleri	0.707896426278622
xyl3	saturnispora hagleri	0.603466723732078
xyl1	saturnispora mendoncae	0.69967074317968
xyl2	saturnispora mendoncae	0.708137347130762
xyl3	saturnispora mendoncae	0.456961429915334
xyl1	saturnispora saitoi	0.792750722704025
xyl2	saturnispora saitoi	0.734712030242384
xyl3	saturnispora saitoi	0.273070936179675
xyl1	saturnispora serradocipensis	0.884095860566449
xyl2	saturnispora serradocipensis	0.440958605664488
xyl3	saturnispora serradocipensis	0.193681917211329
xyl1	saturnispora silvae	0.850622406639004
xyl2	saturnispora silvae	0.500691562932227
xyl1	saturnispora zaruensis	0.831424248973417
xyl2	saturnispora zaruensis	0.417549167927383
xyl3	saturnispora zaruensis	0.303868597363302
xyl1	scheffersomyces lignosus	0.982192737430168
xyl2	scheffersomyces lignosus	0.954783519553073
xyl3	scheffersomyces lignosus	0.880586592178771
xyl1	scheffersomyces stipitis	0.992031166991323
xyl2	scheffersomyces stipitis	0.94439525411723
xyl3	scheffersomyces stipitis	0.830706569860103
xyl1	spathaspora arborariae	0.997138184791496
xyl2	spathaspora arborariae	0.947465249386754
xyl3	spathaspora arborariae	0.889615699100572
xyl1	spathaspora girioi	0.994629003381739
xyl2	spathaspora girioi	0.979709568331013
xyl3	spathaspora girioi	0.925203898945693
xyl1	spathaspora gorwiae	0.991231647634584
xyl2	spathaspora gorwiae	0.986541598694943
xyl3	spathaspora gorwiae	0.929445350734095
xyl1	spathaspora hagerdaliae	0.983653846153846
xyl2	spathaspora hagerdaliae	0.99
xyl3	spathaspora hagerdaliae	0.930384615384615
xyl1	spathaspora passalidarum	0.990474411654838
xyl2	spathaspora passalidarum	0.970489353754202
xyl3	spathaspora passalidarum	0.93126634292118
xyl1	sporopachydermia lactativora	0.932454695222405
xyl2	sporopachydermia lactativora	0.942522423576789
xyl3	sporopachydermia lactativora	0.912319238513637
xyl1	sporopachydermia quercuum	0.950303699613473
xyl2	sporopachydermia quercuum	0.959874838947175
xyl3	sporopachydermia quercuum	0.586600404932818
xyl1	starmera amethionina	0.868932992729416
xyl2	starmera amethionina	0.416977795244645
xyl3	starmera amethionina	0.174887011200629
xyl1	starmera quercuum	0.966233766233766
xyl2	starmera quercuum	0.361410018552876
xyl3	starmera quercuum	0.0343228200371058
xyl1	sugiyamaella lignohabitans	0.992094134951278
xyl2	sugiyamaella lignohabitans	0.982165839308696
xyl3	sugiyamaella lignohabitans	0.756021327449899
xyl1	tetrapisispora blattae	0.916666666666667
xyl1	tetrapisispora fleetii	0.851889683350358
xyl1	tetrapisispora iriomotensis	0.911246081504702
xyl3	tetrapisispora iriomotensis	0.573275862068966
xyl1	tetrapisispora namnaonensis	0.844786256492209
xyl1	tetrapisispora phaffii	0.904945717732207
xyl3	tetrapisispora phaffii	0.349577804583836
xyl1	tortispora caseinolytica	0.967711962833914
xyl2	tortispora caseinolytica	0.659001161440186
xyl3	tortispora caseinolytica	0.313124274099884
xyl1	tortispora ganteri	0.852452025586354
xyl2	tortispora ganteri	0.0733475479744136
xyl3	tortispora ganteri	0.546908315565032
xyl1	tortispora starmeri	0.866796200345423
xyl2	tortispora starmeri	0.187176165803109
xyl3	tortispora starmeri	0.235319516407599
xyl1	torulaspora delbrueckii	0.91847075080608
xyl2	torulaspora delbrueckii	0.875863657300783
xyl3	torulaspora delbrueckii	0.649930907415937
xyl1	torulaspora franciscae	0.941547518923465
xyl2	torulaspora franciscae	0.847771236333053
xyl3	torulaspora franciscae	0.384356602186712
xyl1	torulaspora maleeae	0.974022821073076
xyl2	torulaspora maleeae	0.860888565185725
xyl3	torulaspora maleeae	0.65574168487497
xyl1	torulaspora microellipsoides	0.906656006396162
xyl2	torulaspora microellipsoides	0.929042574455327
xyl3	torulaspora microellipsoides	0.514091545072956
xyl1	torulaspora pretoriensis	0.936991869918699
xyl2	torulaspora pretoriensis	0.846452328159645
xyl3	torulaspora pretoriensis	0.321877309682188
xyl2	trigonopsis variabilis	0.899025341130604
xyl3	trigonopsis variabilis	0.407797270955166
xyl2	trigonopsis vinaria	0.829141716566866
xyl3	trigonopsis vinaria	0.152295409181637
xyl2	vanderwaltozyma polyspora	0.41196542311192
xyl3	vanderwaltozyma polyspora	0.487261146496815
xyl1	wickerhamia fluorescens	0.874291497975708
xyl2	wickerhamia fluorescens	0.605060728744939
xyl3	wickerhamia fluorescens	0.682186234817814
xyl1	wickerhamomyces alni	0.976301615798923
xyl2	wickerhamomyces alni	0.842010771992819
xyl3	wickerhamomyces alni	0.538779174147217
xyl1	wickerhamomyces anomalus	0.892984542211653
xyl2	wickerhamomyces anomalus	0.536436215389842
xyl3	wickerhamomyces anomalus	0.721420078138271
xyl1	wickerhamomyces bovis	0.968578735842163
xyl2	wickerhamomyces bovis	0.819693094629156
xyl3	wickerhamomyces bovis	0.314760686883449
xyl1	wickerhamomyces canadensis	0.941752760954756
xyl2	wickerhamomyces canadensis	0.858033487709298
xyl3	wickerhamomyces canadensis	0.479337370858568
xyl1	wickerhamomyces ciferrii	0.921067157313707
xyl2	wickerhamomyces ciferrii	0.650781968721251
xyl3	wickerhamomyces ciferrii	0.754369825206992
xyl1	wickerhamomyces hampshirensis	0.935339423249149
xyl2	wickerhamomyces hampshirensis	0.880530180906323
xyl3	wickerhamomyces hampshirensis	0.200608991581587
xyl1	yamadazyma nakazawae	0.969065911847958
xyl2	yamadazyma nakazawae	0.903558431055398
xyl3	yamadazyma nakazawae	0.818236959158916
xyl1	yamadazyma philogaea	0.978445460483344
xyl2	yamadazyma philogaea	0.832353581537122
xyl3	yamadazyma philogaea	0.863487916394513
xyl1	yamadazyma scolyti	0.952195322117357
xyl2	yamadazyma scolyti	0.924292162494871
xyl3	yamadazyma scolyti	0.856791136643414
xyl2	yarrowia bubula	0.707653701380176
xyl3	yarrowia bubula	0.430363864491844
xyl2	yarrowia deformans	0.520924220391016
xyl3	yarrowia deformans	0.379382775892713
xyl2	yarrowia divulgata	0.591262907069102
xyl3	yarrowia divulgata	0.396028594122319
xyl2	yarrowia keelungensis	0.790253539677313
xyl3	yarrowia keelungensis	0.372242344418834
xyl2	yarrowia lipolytica	0.746524938675388
xyl3	yarrowia lipolytica	0.339820114472608
xyl1	yueomyces sinensis	0.915064102564103
xyl1	zygoascus meyerae	0.954098979977333
xyl3	zygoascus meyerae	0.558934642992067
xyl1	zygoascus ofunaensis	0.98437794089968
xyl2	zygoascus ofunaensis	0.0479954827780915
xyl3	zygoascus ofunaensis	0.450592885375494
xyl1	zygosaccharomyces bailii	0.933608058608059
xyl2	zygosaccharomyces bailii	0.93246336996337
xyl3	zygosaccharomyces bailii	0.30242673992674
xyl1	zygosaccharomyces bisporus	0.925582447410088
xyl2	zygosaccharomyces bisporus	0.956118525220538
xyl3	zygosaccharomyces bisporus	0.463469803211943
xyl1	zygosaccharomyces kombuchaensis	0.949408983451537
xyl2	zygosaccharomyces kombuchaensis	0.874704491725768
xyl3	zygosaccharomyces kombuchaensis	0.41371158392435
xyl1	zygosaccharomyces rouxii	0.967444993264481
xyl2	zygosaccharomyces rouxii	0.798158958239784
xyl3	zygosaccharomyces rouxii	0.267849124382577
xyl1	zygotorulaspora florentina	0.902036441586281
xyl2	zygotorulaspora florentina	0.80085744908896
xyl3	zygotorulaspora florentina	0.513183279742765
xyl1	zygotorulaspora mrakii	0.944890673806337
xyl2	zygotorulaspora mrakii	0.898036590807675
xyl3	zygotorulaspora mrakii	0.476126729138777
