taxon	copy.no	gene	stAI	estAI
sporopachydermia lactativora	1	xyl2	0.470620554810066	0.942522423576789
sporopachydermia quercuum	1	xyl2	0.556473016031342	0.959874838947175
lipomyces oligophaga	1	xyl2	0.302596869492113	0.883550339262791
lipomyces japonicus	1	xyl2	0.492312116633986	0.990570889765129
lipomyces suomiensis	1	xyl2	0.304147578513939	0.923327615780446
lipomyces lipofer	1	xyl2	0.488964926632729	0.913946587537092
lipomyces doorenjongii	1	xyl2	0.554678360641127	0.979116614304195
lipomyces kononenkoae	1	xyl2	0.306609769445158	0.861002745268025
lipomyces starkeyi	2	xyl2	0.309010961241639	0.888281647178444
lipomyces arxii	3	xyl2	0.33173874388493	0.936431329288472
lipomyces mesembrius	1	xyl2	0.321048980950714	0.848204817451901
lipomyces arxii	1	xyl2	0.312457620042782	0.845559845559846
lipomyces starkeyi	3	xyl2	0.311240434899759	0.897432638535841
blastobotrys mokoenaii	1	xyl2	0.428885283901679	0.979213193609345
candida incommunis	1	xyl2	0.359694156075035	0.783323879750425
deakozyma indianensis	1	xyl2	0.402510411537963	0.84929145921103
sugiyamaella lignohabitans	1	xyl2	0.474694773367569	0.981981981981982
sugiyamaella lignohabitans	2	xyl2	0.475404204966176	0.982165839308696
magnusiomyces tetrasperma	1	xyl2	0.3267423271137	0.863931446377564
saprochaete clavata	1	xyl2	0.393323170494761	0.950579929399899
geotrichum candidum	1	xyl2	0.311723143163677	0.94039039039039
dipodascus albidus	1	xyl2	0.505795037830827	0.948710073710074
dipodascus geniculatus	1	xyl2	0.452907807297125	0.924795468848332
saccharomycopsis capsularis	1	xyl2	0.388484572773932	0.642105263157895
saccharomycopsis malanga	1	xyl2	0.499048102743743	0.850302506482282
nakazawaea holstii	1	xyl2	0.578979663721362	0.789816772374912
nakazawaea peltata	1	xyl2	0.486006527947066	0.920387611628349
peterozyma toletana	1	xyl2	0.501328193656451	0.846573474258438
peterozyma xylosa	1	xyl2	0.492733832081831	0.746666666666667
pachysolen tannophilus	1	xyl2	0.534741863044484	0.932108027006752
brettanomyces anomalus	1	xyl2	0.409857352764203	0.780455449922618
dekkera bruxellensis	1	xyl2	0.310699060330584	0.859001747912216
dekkera bruxellensis	2	xyl2	0.310699060330584	0.859001747912216
brettanomyces custersianus	1	xyl2	0.383404313692784	0.421757322175732
komagataella pastoris	1	xyl2	0.288830028152012	0.458252427184466
komagataella populi	1	xyl2	0.29127094180525	0.558466868774361
komagataella pseudopastoris	1	xyl2	0.298557272532082	0.655558091759872
pichia terricola	1	xyl2	0.440134212146516	0.610639619126475
citeromyces siamensis	1	xyl2	0.34870746101325	0.878563535911602
citeromyces hawaiiensis	1	xyl2	0.410779955973501	0.860852197070573
citeromyces matritensis	1	xyl2	0.359572376184093	0.710702601651348
kuraishia capsulata	1	xyl2	0.490684620474529	0.528016436309302
kuraishia molischiana	1	xyl2	0.422981720661885	0.877631578947368
kuraishia ogatae	1	xyl2	0.458967614980355	0.697395932332256
candida boidinii	1	xyl2	0.674472498292816	0.977860432164364
ogataea methylivora	1	xyl2	0.437548478930403	0.741991643454039
candida succiphila	2	xyl2	0.39247476766284	0.762695119541593
ogataea naganishii	1	xyl2	0.417877264994231	0.925724285436516
ogataea ramenticola	1	xyl2	0.676342893824828	0.904058350476903
saturnispora silvae	1	xyl2	0.376442916150729	0.500691562932227
saturnispora mendoncae	1	xyl2	0.409546924612876	0.708137347130762
saturnispora saitoi	1	xyl2	0.31883610752463	0.734712030242384
saturnispora zaruensis	1	xyl2	0.218993207335702	0.417549167927383
saturnispora dispora	1	xyl2	0.260983963176898	0.250672043010753
saturnispora hagleri	1	xyl2	0.323907752510321	0.707896426278622
saturnispora serradocipensis	1	xyl2	0.259167365335597	0.440958605664488
pichia membranifaciens	1	xyl2	0.426500272167728	0.77104304990362
kregervanrija delftensis	1	xyl2	0.488378500736262	0.911935110081112
kregervanrija fluxuum	1	xyl2	0.511937582387313	0.902910798122066
pichia norvegensis	1	xyl2	0.302384374868872	0.797448867385089
pichia occidentalis	1	xyl2	0.277900180585865	0.305115712545676
candida sorboxylosa	1	xyl2	0.375094226204764	0.912455516014235
pichia kudriavzevii	1	xyl2	0.308539604520279	0.820529236022194
pichia exigua	1	xyl2	0.354778675750813	0.695652173913043
pichia heedii	1	xyl2	0.527933947419723	0.852721451440768
pichia nakasei	1	xyl2	0.473001529819067	0.741525423728814
ambrosiozyma monospora	1	xyl2	0.563939935318615	0.956908534890186
ambrosiozyma oregonensis	1	xyl2	0.482970992746048	0.903429903429903
ambrosiozyma ambrosiae	1	xyl2	0.536674928703864	0.93209549071618
ambrosiozyma philentoma	1	xyl2	0.554242856365977	0.931249027842588
ambrosiozyma maleeae	1	xyl2	0.321086800785638	0.702627388535032
ambrosiozyma kashinagacola	1	xyl2	0.580123410383131	0.936343449296817
ambrosiozyma pseudovanderkliftii	1	xyl2	0.549824381574153	0.895992714025501
ambrosiozyma vanderkliftii	1	xyl2	0.484364685324021	0.927339449541284
ogataea nitratoaversa	1	xyl2	0.591134923515649	0.955580440462859
ogataea pilisensis	1	xyl2	0.46568091470283	0.941064999052492
candida arabinofermentans	1	xyl2	0.668252806106012	0.930298990668444
ogataea methanolica	1	xyl2	0.513523211572656	0.937148047229791
ogataea trehalophila	1	xyl2	0.423029343566834	0.928248587570621
ogataea philodendra	1	xyl2	0.361342962096447	0.624693559170938
ogataea kodamae	2	xyl2	0.249420597769378	0.365012811553692
ogataea parapolymorpha	1	xyl2	0.41802529044441	0.650424787606197
ogataea polymorpha	1	xyl2	0.411355080689717	0.838773006134969
ogataea populiabae	1	xyl2	0.36875945340924	0.897856729098282
ogataea trehaloabstinens	1	xyl2	0.344278831004107	0.79802496739333
ogataea minuta	1	xyl2	0.377694685975825	0.821190476190476
ogataea nonfermentans	2	xyl2	0.380522062129952	0.762647325475975
ogataea glucozyma	1	xyl2	0.292125283799723	0.775550740339473
ogataea zsoltii	3	xyl2	0.402880613978506	0.647462800457841
ogataea henricii	1	xyl2	0.404254828342117	0.87437763309077
ogataea pini	1	xyl2	0.360118538326105	0.833041788143829
ascoidea asiatica	1	xyl2	0.67757058506126	0.868009928456709
ascoidea rubescens	1	xyl2	0.343861739949719	0.22003860326373
candida schatavii	2	xyl2	0.383246532845516	0.32663033264424
debaryomyces nepalensis	1	xyl2	0.217596935837766	0.32887189292543
candida schatavii	1	xyl2	0.443722908519743	0.907724112009021
candida athensensis	2	xyl2	0.506266085333219	0.714768122467357
candida carpophila	2	xyl2	0.518345832965952	0.819426885798567
meyerozyma caribbica	2	xyl2	0.514669500071033	0.63050706566916
meyerozyma guilliermondii	1	xyl2	0.501672364347102	0.813697423475006
lodderomyces elongisporus	1	xyl2	0.406288670376546	0.852532592434281
candida orthopsilosis	1	xyl2	0.305136304036362	0.849911582670203
candida parapsilosis	1	xyl2	0.45498671110149	0.857628474305139
candida fragi	1	xyl2	0.339247105427403	0.584042763809147
kurtzmaniella cleridarum	1	xyl2	0.253298389774547	0.458210422812193
priceomyces medius	1	xyl2	0.483060140996949	0.738449176376055
priceomyces carsonii	2	xyl2	0.409632313173666	0.529642790349729
priceomyces castillae	1	xyl2	0.413634447314267	0.635298952126567
priceomyces haplophilus	1	xyl2	0.424312216857679	0.487573715248526
wickerhamia fluorescens	1	xyl2	0.23311511278719	0.605060728744939
candida gorgasii	2	xyl2	0.530579403108391	0.896473694135395
candida tammaniensis	1	xyl2	0.527501502568792	0.893682588597843
yamadazyma scolyti	1	xyl2	0.505288663187876	0.924292162494871
candida tenuis	2	xyl2	0.532868171808255	0.9231583403895
yamadazyma nakazawae	2	xyl2	0.497747639646267	0.903558431055398
yamadazyma philogaea	2	xyl2	0.531097208500029	0.832353581537122
candida corydali	1	xyl2	0.344116898541284	0.766528517860667
candida tropicalis	1	xyl2	0.574927626589677	0.929110738255034
candida albicans	1	xyl2	0.574189953892033	0.763817243920413
candida dubliniensis	1	xyl2	0.48488475529469	0.850562513266822
candida ascalaphidarum	2	xyl2	0.374783675860423	0.816949152542373
millerozyma acaciae	1	xyl2	0.345541554331517	0.878612716763006
debaryomyces maramus	1	xyl2	0.461513544374431	0.817585807944466
hyphopichia heimii	2	xyl2	0.502943597130097	0.814569536423841
debaryomyces nepalensis	2	xyl2	0.257033399136703	0.751242829827916
debaryomyces hansenii	1	xyl2	0.416211027606521	0.834914611005693
debaryomyces prosopidis	1	xyl2	0.448008709155759	0.872521246458923
debaryomyces fabryi	1	xyl2	0.477731289076241	0.851023140179767
debaryomyces subglobosus	1	xyl2	0.505791377876157	0.86381247578458
hyphopichia burtonii	1	xyl2	0.419028992008105	0.81964213094754
candida wancherniae	1	xyl2	0.49885944912199	0.703265395573088
aciculoconidium aculeatum	1	xyl2	0.380166339884111	0.741877842755036
candida restingae	1	xyl2	0.3390397458553	0.799960544486092
kodamaea ohmeri	1	xyl2	0.403940250818561	0.845115170770453
kodamaea laetipori	1	xyl2	0.498130732352609	0.91606033717835
candida gatunensis	1	xyl2	0.252517192144519	0.71163469557965
candida cretensis	2	xyl2	0.411315488506179	0.868490374873354
candida kruisii	1	xyl2	0.515564670832942	0.872677092916283
candida pyralidae	1	xyl2	0.436895025264646	0.733841830590124
candida auris	2	xyl2	0.368328545328835	0.870995484841969
candida heveicola	2	xyl2	0.389310843497247	0.761092150170648
spathaspora arborariae	1	xyl2	0.303504348670168	0.557236304170074
spathaspora girioi	1	xyl2	0.284036633891833	0.863735826536702
spathaspora passalidarum	1	xyl2	0.353366375792426	0.524094135225999
clavispora lusitaniae	1	xyl2	0.413879199109406	0.917133258678611
candida fructus	1	xyl2	0.380293788231271	0.873949579831933
candida oregonensis	1	xyl2	0.414492658616597	0.802476532854004
candida blattae	1	xyl2	0.410357642126869	0.840368380660015
candida intermedia	1	xyl2	0.292910381844967	0.807233478507858
candida hawaiiana	1	xyl2	0.362509350087757	0.618074573414788
metschnikowia similis	1	xyl2	0.124007295970768	0.906744868035191
metschnikowia bowlesiae	1	xyl2	0.108637311230952	0.944348493571291
metschnikowia dekortum	1	xyl2	0.160389382773118	0.868790064102564
metschnikowia hibisci	1	xyl2	0.564930119555943	0.948011599005799
metschnikowia aberdeeniae	1	xyl2	0.446716837195255	0.893886462882096
metschnikowia shivogae	1	xyl2	0.277798111708242	0.796555435952637
metschnikowia arizonensis	1	xyl2	0.40075452807019	0.901509287925697
metschnikowia kipukae	1	xyl2	0.438105935402891	0.881436877076412
metschnikowia kamakouana	1	xyl2	0.328544850706121	0.933346139070304
metschnikowia drakensbergensis	1	xyl2	0.471006847229245	0.860655737704918
metschnikowia proteae	1	xyl2	0.433484911909596	0.846643399712585
metschnikowia lockheadii	1	xyl2	0.299726360052601	0.931559600910205
metschnikowia cerradonensis	1	xyl2	0.310959414487828	0.946551724137931
metschnikowia continentalis	1	xyl2	0.242511082358264	0.950726141078838
metschnikowia borealis	1	xyl2	0.198210760353116	0.922537679635471
metschnikowia santaceciliae	1	xyl2	0.333821680862765	0.937060478199719
metschnikowia ipomoeae	1	xyl2	0.273053880058843	0.949615243679003
metschnikowia matae	1	xyl2	0.304834682691752	0.936807278742763
metschnikowia matae maris	1	xyl2	0.249658371149238	0.92303961196443
metschnikowia mauinuiana	1	xyl2	0.176386217238367	0.927305936073059
metschnikowia hamakuensis	1	xyl2	0.157942561352941	0.926441351888668
metschnikowia hawaiiensis	1	xyl2	0.147848672994486	0.936838262139467
metschnikowia bicuspidata	1	xyl2	0.300654905664303	0.786641929499072
candida golubevii	1	xyl2	0.356476819197318	0.243222604047346
candida canberraensis	1	xyl2	0.362858007924622	0.726484448633365
candida emberorum	1	xyl2	0.350197161648235	0.748680867695916
candida tanzawaensis	1	xyl2	0.373713757183032	0.776729559748428
spathaspora gorwiae	1	xyl2	0.527197896070137	0.986541598694943
spathaspora hagerdaliae	1	xyl2	0.598016832214424	0.99
scheffersomyces stipitis	1	xyl2	0.453908303598078	0.94439525411723
scheffersomyces lignosus	1	xyl2	0.463792678978207	0.954783519553073
spathaspora girioi	2	xyl2	0.353033115745346	0.979709568331013
spathaspora arborariae	2	xyl2	0.371117915232942	0.947465249386754
spathaspora passalidarum	2	xyl2	0.511814506749938	0.970489353754202
danielozyma ontarioensis	1	xyl2	0.430121655200811	0.784484504759976
candida homilentoma	1	xyl2	0.406155718635937	0.87934326078656
candida gotoi	1	xyl2	0.374523771613156	0.781365313653137
candida rhagii	1	xyl2	0.523545123472044	0.869689464659935
hyphopichia heimii	1	xyl2	0.524522245194299	0.878771155261222
naumovozyma castellii	1	xyl2	0.390070573973374	0.764134100376909
lachancea waltii	1	xyl2	0.250674612432933	0.763314917127072
lachancea waltii	2	xyl2	0.321899014431532	0.973038674033149
torulaspora microellipsoides	3	xyl2	0.452732902493471	0.929042574455327
zygotorulaspora florentina	1	xyl2	0.300208462497209	0.80085744908896
torulaspora microellipsoides	1	xyl2	0.391072010434431	0.66939836098341
saccharomyces uvarum	2	xyl2	0.28413044958398	0.56466341049055
saccharomyces paradoxus	2	xyl2	0.283618910061648	0.704810341173978
saccharomyces cerevisiae	1	xyl2	0.286847376203951	0.66726798957707
saccharomyces cerevisiae	2	xyl2	0.287541380103101	0.673882541591501
saccharomyces arboricola	1	xyl2	0.34311026479337	0.778351783517835
saccharomyces kudriavzevii	1	xyl2	0.287872506542973	0.831980697521386
kluyveromyces aestuarii	1	xyl2	0.279401595384565	0.570896340127109
kluyveromyces marxianus	1	xyl2	0.301642139437957	0.755490811295383
kluyveromyces dobzhanskii	1	xyl2	0.318374379410447	0.758776653026061
kluyveromyces lactis	1	xyl2	0.289912669730073	0.8173198482933
lachancea kluyveri	1	xyl2	0.313999560992779	0.792490916431167
lachancea mirantina	1	xyl2	0.286713728165927	0.753786239723064
lachancea cidri	1	xyl2	0.299731597196656	0.797703180212014
lachancea fermentati	1	xyl2	0.242441750888147	0.590821771611526
lachancea quebecensis	1	xyl2	0.281483384066274	0.833109017496635
lachancea thermotolerans	1	xyl2	0.281073606755018	0.868859554209046
lachancea nothofagi	1	xyl2	0.291067881337874	0.784171167428334
lachancea dasiensis	1	xyl2	0.264812449539845	0.701329331046312
lachancea meyersii	1	xyl2	0.276990614633455	0.667867740568037
lachancea fantastica	1	xyl2	0.269782697897269	0.908438818565401
lachancea lanzarotensis	1	xyl2	0.227179952488919	0.745192307692308
zygotorulaspora florentina	2	xyl2	0.286859398215103	0.696677384780279
zygotorulaspora mrakii	1	xyl2	0.294924090858232	0.898036590807675
torulaspora microellipsoides	2	xyl2	0.361955421255421	0.349790125924445
zygosaccharomyces rouxii	1	xyl2	0.420782180668178	0.798158958239784
zygosaccharomyces bailii	1	xyl2	0.176025069056125	0.93246336996337
zygosaccharomyces bisporus	1	xyl2	0.379588430116769	0.956118525220538
zygosaccharomyces kombuchaensis	1	xyl2	0.387164995023491	0.874704491725768
torulaspora maleeae	1	xyl2	0.345853478331482	0.860888565185725
torulaspora delbrueckii	1	xyl2	0.416450176608487	0.875863657300783
torulaspora franciscae	1	xyl2	0.345635705741773	0.847771236333053
torulaspora pretoriensis	1	xyl2	0.304617322556559	0.846452328159645
candida ponderosae	1	xyl2	0.504268482258259	0.818839388459642
wickerhamomyces ciferrii	1	xyl2	0.534458111088227	0.650781968721251
wickerhamomyces anomalus	1	xyl2	0.390782934703993	0.536436215389842
candida montana	1	xyl2	0.560084595471426	0.846195165622202
candida orba	1	xyl2	0.48577742525285	0.465930719451846
phaffomyces thermotolerans	1	xyl2	0.514967299565412	0.456584799845291
phaffomyces antillensis	1	xyl2	0.497653307823243	0.64661095636026
phaffomyces opuntiae	1	xyl2	0.540849253957357	0.770829535095716
barnettozyma hawaiiensis	1	xyl2	0.449340467092673	0.824685534591195
barnettozyma californica	1	xyl2	0.434321595921544	0.852295777245067
barnettozyma populi	1	xyl2	0.49710408966623	0.856278366111952
barnettozyma pratensis	1	xyl2	0.528561186810176	0.843087051938552
barnettozyma salicaria	1	xyl2	0.398589741151258	0.574042309891367
cyberlindnera jadinii	1	xyl2	0.487256923153061	0.608957952468007
wickerhamomyces hampshirensis	1	xyl2	0.506675552854044	0.880530180906323
candida vartiovaarae	1	xyl2	0.448285105904715	0.799585218702866
cyberlindnera mrakii	1	xyl2	0.508760494723575	0.886950329357308
cyberlindnera saturnus	1	xyl2	0.48925738496115	0.894225941422594
cyberlindnera suaveolens	1	xyl2	0.523923976570878	0.879731932620902
cyberlindnera maclurae	1	xyl2	0.47605203098484	0.552530674846626
cyberlindnera misumaiensis	1	xyl2	0.482199311001912	0.680927933067123
candida freyschussii	1	xyl2	0.515277197381107	0.828365293335865
cyberlindnera fabianii	1	xyl2	0.443892730666485	0.714517291066282
cyberlindnera xylosilytica	1	xyl2	0.49213657112601	0.81700614290333
cyberlindnera petersonii	1	xyl2	0.462219683465689	0.818819188191882
candida mycetangii	1	xyl2	0.421721424604842	0.468201754385965
cyberlindnera americana	1	xyl2	0.374349908512459	0.876345066569396
wickerhamomyces bovis	1	xyl2	0.569152751871296	0.819693094629156
wickerhamomyces alni	1	xyl2	0.522481532436969	0.842010771992819
candida azyma	1	xyl2	0.469189573856123	0.857581782035062
wickerhamomyces canadensis	1	xyl2	0.493844942480647	0.858033487709298
starmera quercuum	1	xyl2	0.298984707543845	0.361410018552876
starmera amethionina	1	xyl2	0.415242651404283	0.416977795244645
candida stellimalicola	1	xyl2	0.301742984413057	0.413611504962528
cephaloascus albidus	1	xyl2	0.542464639954742	0.924546632124352
cephaloascus fragrans	1	xyl2	0.469684245857585	0.679620507206714
babjeviella inositovora	1	xyl2	0.308321698145789	0.641143066495695
babjeviella inositovora	2	xyl2	0.298699427007615	0.545154790254625
candida salmanticensis	1	xyl2	0.374688635582937	0.699782844733985
ogataea trehaloabstinens	2	xyl2	0.336372495861254	0.708962176262344
ogataea zsoltii	1	xyl2	0.389128164237416	0.474818771461274
lipomyces arxii	2	xyl2	0.270035412627128	0.282129067843354
lipomyces starkeyi	1	xyl2	0.247940388892871	0.144382308083376
trigonopsis vinaria	1	xyl2	0.404600365416957	0.79500998003992
trigonopsis variabilis	1	xyl2	0.477225075969326	0.881286549707602
zygoascus ofunaensis	1	xyl2	0.386742241447017	0.0479954827780915
aciculoconidium aculeatum	1	xyl3	0.291091244112403	0.244152046783626
alloascoidea hylecoeti	1	xyl3	0.484530981585946	0.853837811784552
ambrosiozyma ambrosiae	1	xyl3	0.506841750719136	0.857471264367816
ambrosiozyma kashinagacola	1	xyl3	0.478640184139308	0.467431532198372
ambrosiozyma maleeae	1	xyl3	0.256928237155976	0.134952229299363
ambrosiozyma monospora	1	xyl3	0.481273236803188	0.716569363358354
ambrosiozyma oregonensis	1	xyl3	0.448873913111838	0.779220779220779
ambrosiozyma philentoma	1	xyl3	0.53505704097657	0.900762171410795
ambrosiozyma pseudovanderkliftii	1	xyl3	0.469148153930203	0.551366120218579
ambrosiozyma vanderkliftii	1	xyl3	0.405913071476412	0.568807339449541
arxula adeninivorans	1	xyl3	0.252886224034862	0.465492957746479
ascoidea asiatica	1	xyl3	0.689478257635122	0.93458899109359
ascoidea rubescens	1	xyl3	0.334519821986086	0.12335497455694
ashbya aceri	1	xyl3	0.275244706023655	0.235991113305357
babjeviella inositovora	1	xyl3	0.290516125771227	0.449166514013556
barnettozyma californica	1	xyl3	0.395666163683063	0.554490134611838
barnettozyma hawaiiensis	1	xyl3	0.401418219367594	0.317610062893082
barnettozyma populi	1	xyl3	0.441188686091423	0.372541603630862
barnettozyma pratensis	1	xyl3	0.472367218345977	0.507681053401609
barnettozyma salicaria	1	xyl3	0.350128799147362	0.0794739851343625
blastobotrys americana	1	xyl3	0.29548145563635	0.0995417048579285
blastobotrys mokoenaii	1	xyl3	0.336448014095091	0.724274179694211
blastobotrys muscicola	1	xyl3	0.164609551521295	0.0270227308853918
blastobotrys nivea	1	xyl3	0.356163555327625	0.533312480450422
blastobotrys nivea	2	xyl3	0.366724494802296	0.688770722552393
blastobotrys peoriensis	1	xyl3	0.430479155559536	0.154853879744709
blastobotrys proliferans	1	xyl3	0.335627322900944	0.2928
blastobotrys raffinofermentans	1	xyl3	0.266068798344571	0.38849765258216
blastobotrys serpentis	1	xyl3	0.422883508170735	0.413376309427881
brettanomyces anomalus	1	xyl3	0.393366084993054	0.53415874419633
brettanomyces custersianus	1	xyl3	0.370990876537956	0.18765690376569
candida albicans	1	xyl3	0.562764886280413	0.6930729550479
candida arabinofermentans	1	xyl3	0.644594048339707	0.860597981336888
candida ascalaphidarum	1	xyl3	0.331687805954269	0.38114406779661
candida athensensis	1	xyl3	0.490328862930553	0.543223773075191
candida auris	1	xyl3	0.311059747709742	0.54955923457321
candida azyma	1	xyl3	0.442977501126854	0.715344297849268
candida blattae	1	xyl3	0.360005838898893	0.548349961627015
candida boidinii	1	xyl3	0.604825714712523	0.764257881686149
candida canberraensis	1	xyl3	0.338409234161563	0.592648444863336
candida carpophila	1	xyl3	0.514204765372063	0.804045512010114
candida corydali	1	xyl3	0.342987097210146	0.760015788434971
candida cretensis	1	xyl3	0.367402824428485	0.695845997973658
candida dubliniensis	1	xyl3	0.47895805084089	0.820208023774146
candida emberorum	1	xyl3	0.300534161230572	0.431893687707641
candida fragi	1	xyl3	0.337747082143354	0.568006335379133
candida freyschussii	1	xyl3	0.493698320711605	0.66337573571293
candida fructus	1	xyl3	0.320354287300788	0.629201680672269
candida gatunensis	1	xyl3	0.198987443523508	0.0754795663052544
candida glabrata	1	xyl3	0.237816583175724	0.221788283658787
candida golubevii	1	xyl3	0.360546526307538	0.326651393661703
candida gorgasii	1	xyl3	0.49712849696193	0.749387139355082
candida gotoi	1	xyl3	0.378702127873171	0.799446494464945
candida hawaiiana	1	xyl3	0.373315711560002	0.699178428481146
candida heveicola	1	xyl3	0.362853067316175	0.598072676169444
candida hispaniensis	1	xyl3	0.276968389389714	0.119888844779674
candida homilentoma	1	xyl3	0.381399462884894	0.767086674303169
candida incommunis	1	xyl3	0.335565303050799	0.630553979958404
candida intermedia	1	xyl3	0.269245439215856	0.690399545540617
candida kruisii	1	xyl3	0.450010565931207	0.677276908923643
candida montana	1	xyl3	0.49393298117755	0.395702775290958
candida mycetangii	1	xyl3	0.442129016778118	0.710526315789474
candida orba	1	xyl3	0.465764423892941	0.236200989722116
candida oregonensis	1	xyl3	0.358885498242006	0.507489514679449
candida orthopsilosis	1	xyl3	0.299415192351316	0.812555260831123
candida parapsilosis	1	xyl3	0.442057078304038	0.779044191161768
candida ponderosae	1	xyl3	0.469140275392959	0.56551043892816
candida pyralidae	1	xyl3	0.404069073994466	0.575270975511843
candida restingae	1	xyl3	0.30108574741556	0.598540145985402
candida rhagii	1	xyl3	0.500091673125082	0.796723185368642
candida salmanticensis	1	xyl3	0.337322342938464	0.165399927614911
candida schatavii	1	xyl3	0.400102858104154	0.577335087389588
candida sorboxylosa	1	xyl3	0.281803844240423	0.203795966785291
candida stellimalicola	1	xyl3	0.29890944883259	0.386064411585983
candida succiphila	1	xyl3	0.396626922631588	0.797866034380557
candida tammaniensis	1	xyl3	0.496966389767766	0.7442218798151
candida tanzawaensis	1	xyl3	0.354040055069168	0.671187106918239
candida tenuis	1	xyl3	0.48600709392065	0.74237933954276
candida tropicalis	1	xyl3	0.534410276714273	0.862835570469799
candida vartiovaarae	1	xyl3	0.411892932033545	0.527714932126697
candida wancherniae	1	xyl3	0.505317830667288	0.758492220030682
cephaloascus albidus	1	xyl3	0.444389095627313	0.495142487046632
cephaloascus fragrans	1	xyl3	0.440719840715504	0.491698595146871
citeromyces hawaiiensis	1	xyl3	0.391970781871426	0.628328894806924
citeromyces matritensis	1	xyl3	0.35734159308021	0.671911512696682
citeromyces siamensis	1	xyl3	0.313754897499245	0.30121546961326
citeromyces siamensis	2	xyl3	0.326118811311375	0.575027624309392
clavispora lusitaniae	1	xyl3	0.331450450581723	0.603807390817469
cyberlindnera americana	1	xyl3	0.324931990614067	0.596206456319533
cyberlindnera fabianii	1	xyl3	0.437954715684665	0.674531700288184
cyberlindnera jadinii	1	xyl3	0.474938395589988	0.459049360146252
cyberlindnera maclurae	1	xyl3	0.471231646089659	0.491180981595092
cyberlindnera misumaiensis	1	xyl3	0.466187269316273	0.500095075109336
cyberlindnera mrakii	1	xyl3	0.458397726478514	0.580380986291615
cyberlindnera petersonii	1	xyl3	0.436442010924034	0.676383763837638
cyberlindnera saturnus	1	xyl3	0.442489703023232	0.639163179916318
cyberlindnera suaveolens	1	xyl3	0.479982713986368	0.661836623800036
cyberlindnera xylosilytica	1	xyl3	0.467612146177074	0.70675719366311
danielozyma ontarioensis	1	xyl3	0.426520853503233	0.762811423941665
deakozyma indianensis	1	xyl3	0.320000700232222	0.155112983531214
debaryomyces fabryi	1	xyl3	0.428082481137301	0.664754255115701
debaryomyces hansenii	1	xyl3	0.390457704304565	0.735294117647059
debaryomyces maramus	1	xyl3	0.39324574326547	0.456806787504821
debaryomyces nepalensis	1	xyl3	0.24583682600149	0.667877629063098
debaryomyces prosopidis	1	xyl3	0.42390708120549	0.79957507082153
debaryomyces subglobosus	1	xyl3	0.455601829837464	0.695273149941883
dekkera bruxellensis	1	xyl3	0.274181383890267	0.266847931637211
dekkera bruxellensis	2	xyl3	0.274181383890267	0.266847931637211
diddensiella caesifluorescens	1	xyl3	0.368689612726904	0.028752353243197
dipodascus albidus	1	xyl3	0.398546104384093	0.582309582309582
dipodascus geniculatus	1	xyl3	0.391504895161819	0.72608558842039
eremothecium gossypii	1	xyl3	0.249250996439098	0.193124850799714
eremothecium sinecaudum	1	xyl3	0.267208893994093	0.603461063040791
geotrichum candidum	1	xyl3	0.219195836401342	0.404954954954955
hanseniaspora osmophila	1	xyl3	0.373768709311007	0.719858937623981
hanseniaspora vinae	1	xyl3	0.424949112764066	0.77958041958042
hyphopichia burtonii	1	xyl3	0.418812561782731	0.818218788125254
hyphopichia heimii	1	xyl3	0.506194850198835	0.825239146431199
kazachstania aerobia	1	xyl3	0.374790833038775	0.524339933993399
kazachstania africana	1	xyl3	0.385858852489849	0.465939493722988
kazachstania bromeliacearum	1	xyl3	0.382760403762394	0.261569826707441
kazachstania intestinalis	1	xyl3	0.261258272252482	0.512095910939842
kazachstania kunashirensis	1	xyl3	0.498620134743455	0.345298796655109
kazachstania martiniae	1	xyl3	0.388543798180686	0.693652977009236
kazachstania naganishii	1	xyl3	0.298289930239189	0.335519356885974
kazachstania rosinii	1	xyl3	0.298991130826805	0.438369981843857
kazachstania siamensis	1	xyl3	0.431522433850367	0.501552473607949
kazachstania solicola	1	xyl3	0.34995990897641	0.542493736750819
kazachstania spencerorum	1	xyl3	0.405703101392351	0.267940790706389
kazachstania taianensis	1	xyl3	0.233568629982934	0.0328241123038811
kazachstania transvaalensis	1	xyl3	0.254225185945464	0.102961591855622
kazachstania turicensis	1	xyl3	0.50756621504664	0.155530173234342
kazachstania unispora	1	xyl3	0.517773517659318	0.400158009085522
kazachstania viticola	1	xyl3	0.356306092787938	0.426998841251448
kazachstania yakushimaensis	1	xyl3	0.42944287443263	0.0586164043082022
kluyveromyces aestuarii	1	xyl3	0.254264416496481	0.201621740083279
kluyveromyces dobzhanskii	1	xyl3	0.30344652689179	0.645272453155288
kluyveromyces lactis	1	xyl3	0.256871014206603	0.555625790139064
kluyveromyces marxianus	1	xyl3	0.343167306197725	0.902734199910354
kodamaea laetipori	1	xyl3	0.41915389882929	0.670097604259095
kodamaea ohmeri	1	xyl3	0.335376013359282	0.563343923749007
komagataella pastoris	1	xyl3	0.286921009385025	0.424811218985976
komagataella populi	1	xyl3	0.278651847347956	0.360545690775227
komagataella pseudopastoris	1	xyl3	0.273178893871382	0.275964391691395
kregervanrija delftensis	1	xyl3	0.439897541182451	0.684820393974508
kregervanrija fluxuum	1	xyl3	0.463960690027032	0.674929577464789
