all_taxa	xyl1	xyl2	xyl3	tkl1	tal1
saccharomycopsis malanga	NA	0.899025341130604	NA	0.966861598440546	NA
candida hispaniensis	NA	0.956529329608939	0.269948392219135	0.959846368715084	0.987296546248511
yarrowia bubula	NA	0.992770213278708	0.431304893350063	0.930363864491844	0.995922208281054
yarrowia divulgata	NA	0.851726824201506	0.397458300238284	0.919301032565528	0.997403271877434
saprochaete clavata	NA	0.950579929399899	NA	0.924188939317532	NA
trigonopsis variabilis	NA	0.899025341130604	0.588304093567251	0.966861598440546	0.981286549707602
scheffersomyces lignosus	NA	0.956529329608939	NA	0.959846368715084	NA
alloascoidea hylecoeti	NA	0.992770213278708	NA	0.83442838370565	NA
magnusiomyces tetrasperma	NA	0.864500961743962	0.718102158580893	0.972643727292156	0.997403271877434
try augustus	NA	NA	NA	NA	NA
cyberlindnera fabianii	NA	0.903057275541796	NA	0.962848297213622	NA
eremothecium sinecaudum	NA	0.947586206896552	0.76948275862069	0.965689655172414	0.959456118665019
ascoidea asiatica	NA	0.927706488342671	NA	0.965660581962769	NA
lodderomyces elongisporus	NA	0.938481197517342	0.821467688937568	0.972643727292156	0.994229536225689
metschnikowia aberdeeniae	NA	0.931909679677927	0.688864628820961	0.969543147208122	0.96943231441048
metschnikowia arizonensis	NA	0.905723630417007	0.884094427244582	0.962848297213622	0.950077399380805
metschnikowia cerradonensis	NA	0.947586206896552	0.76948275862069	0.976930596285435	0.942586206896552
metschnikowia hamakuensis	NA	0.927706488342671	0.821435026206398	0.965660581962769	0.969455991324779
metschnikowia hawaiiensis	NA	0.957666114485551	0.821467688937568	0.969331872946331	0.949799196787149
metschnikowia lockheadii	NA	0.931909679677927	0.660423595308945	0.969543147208122	0.990900818926297
metschnikowia matae	NA	0.905723630417007	0.667457072771872	0.959852820932134	0.927800490596893
metschnikowia similis	NA	0.908895405669599	0.00625610948191593	0.976930596285435	0.925513196480938
millerozyma acaciae	NA	0.879897238278741	NA	0.96103618068936	NA
sporopachydermia quercuum	NA	0.957666114485551	NA	0.944045646972207	NA
vanderwaltozyma polyspora	NA	0.980340063761955	0.490218380345769	0.942082890541977	0.990900818926297
wickerhamia fluorescens	NA	0.938237965485922	NA	0.926518218623482	NA
yarrowia deformans	NA	0.522701567296817	NA	0.925836160930683	NA
yarrowia keelungensis	NA	0.791899901218308	NA	0.899536647009267	NA
yarrowia lipolytica	NA	0.881061473844979	0.341455437448896	0.970026727758686	0.992313982011447
candida boidinii	NA	0.980340063761955	NA	0.945410806809771	NA
ogataea methanolica	NA	0.938237965485922	NA	0.958362738179252	NA
botryozyma nematodophila	NA	NA	NA	NA	NA
priceomyces haplophilus	NA	0.615206402695872	NA	0.917778836987607	NA
candida homilentoma	NA	0.881061473844979	NA	0.971554993678888	NA
ambrosiozyma kashinagacola	NA	0.936898593634345	NA	0.945410806809771	NA
candida apicola	NA	NA	0.542695836273818	0.958362738179252	0.991296165608092
wickerhamiella cacticola	NA	NA	0.36529933481153	0.958056171470806	0.956947524020695
candida infanticola	NA	NA	NA	0.917778836987607	0.989990467111535
candida carpophila	NA	NA	NA	0.971554993678888	NA
candida sorboxylosa	NA	NA	NA	0.92502965599051	NA
candida versatilis	NA	NA	NA	0.860810039931546	NA
try maker	NA	NA	NA	NA	NA
starmerella bombicola	NA	NA	NA	0.857366771159875	NA
nakazawaea peltata	NA	NA	NA	0.964278928367851	NA
wickerhamiella domercqiae	NA	NA	NA	0.902543439939562	NA
